psnr,ssim,size,yuvpsnr,yuvssim,bpp,loss,frame_id,model,video
45.708343505859375,0.9945637583732605,219011,0,0,1.7823160807291667,0,0,264-9,video-0.mp4
45.67476272583008,0.9943863153457642,8605,0,0,0.07002766927083333,0,1,264-9,video-0.mp4
44.9290771484375,0.9901549220085144,106612,0,0,0.8676106770833333,0,2,264-9,video-0.mp4
44.6771125793457,0.9887161254882812,119347,0,0,0.9712483723958333,0,3,264-9,video-0.mp4
45.03746032714844,0.990648627281189,123343,0,0,1.0037679036458333,0,4,264-9,video-0.mp4
44.67067337036133,0.9882499575614929,123592,0,0,1.0057942708333334,0,5,264-9,video-0.mp4
44.675865173339844,0.988050103187561,121257,0,0,0.9867919921875,0,6,264-9,video-0.mp4
44.687435150146484,0.988170862197876,121807,0,0,0.9912679036458333,0,7,264-9,video-0.mp4
44.91829299926758,0.9899080991744995,121473,0,0,0.9885498046875,0,8,264-9,video-0.mp4
44.57765579223633,0.987712025642395,125011,0,0,1.0173421223958334,0,9,264-9,video-0.mp4
44.57454299926758,0.9873701333999634,121608,0,0,0.9896484375,0,10,264-9,video-0.mp4
44.566009521484375,0.9871858358383179,118144,0,0,0.9614583333333333,0,11,264-9,video-0.mp4
44.85169219970703,0.989281177520752,122543,0,0,0.9972574869791667,0,12,264-9,video-0.mp4
44.63029861450195,0.987760066986084,115176,0,0,0.9373046875,0,13,264-9,video-0.mp4
44.69243240356445,0.988214373588562,128496,0,0,1.045703125,0,14,264-9,video-0.mp4
44.65086364746094,0.9880040884017944,123077,0,0,1.0016031901041667,0,15,264-9,video-0.mp4
45.030372619628906,0.9903169870376587,119584,0,0,0.9731770833333333,0,16,264-9,video-0.mp4
44.70519256591797,0.9879972338676453,126805,0,0,1.0319417317708333,0,17,264-9,video-0.mp4
44.690025329589844,0.9874007105827332,114141,0,0,0.9288818359375,0,18,264-9,video-0.mp4
44.66395568847656,0.9870331287384033,111016,0,0,0.9034505208333333,0,19,264-9,video-0.mp4
45.45923614501953,0.9932126402854919,164467,0,0,1.3384358723958334,0,0,264-12,video-0.mp4
45.40029525756836,0.9929295778274536,4549,0,0,0.03701985677083333,0,1,264-12,video-0.mp4
44.524574279785156,0.987726092338562,70770,0,0,0.575927734375,0,2,264-12,video-0.mp4
44.1737174987793,0.9856943488121033,79312,0,0,0.6454427083333333,0,3,264-12,video-0.mp4
44.59987258911133,0.9879280924797058,84303,0,0,0.6860595703125,0,4,264-12,video-0.mp4
44.171409606933594,0.9852564334869385,81896,0,0,0.6664713541666667,0,5,264-12,video-0.mp4
44.18121337890625,0.9851113557815552,80070,0,0,0.651611328125,0,6,264-12,video-0.mp4
44.1819953918457,0.9851431846618652,80607,0,0,0.6559814453125,0,7,264-12,video-0.mp4
44.4160270690918,0.9870561361312866,82400,0,0,0.6705729166666666,0,8,264-12,video-0.mp4
44.02824783325195,0.9844621419906616,81489,0,0,0.6631591796875,0,9,264-12,video-0.mp4
44.014076232910156,0.9841728210449219,79959,0,0,0.6507080078125,0,10,264-12,video-0.mp4
44.02738571166992,0.9839928150177002,76218,0,0,0.620263671875,0,11,264-12,video-0.mp4
44.30587387084961,0.9862866401672363,82344,0,0,0.6701171875,0,12,264-12,video-0.mp4
44.129783630371094,0.9846875071525574,74776,0,0,0.6085286458333333,0,13,264-12,video-0.mp4
44.17619323730469,0.9851260185241699,84423,0,0,0.6870361328125,0,14,264-12,video-0.mp4
44.15846633911133,0.9849634170532227,80632,0,0,0.6561848958333333,0,15,264-12,video-0.mp4
44.54841232299805,0.9875249266624451,80471,0,0,0.6548746744791667,0,16,264-12,video-0.mp4
44.19719314575195,0.9848995208740234,82431,0,0,0.6708251953125,0,17,264-12,video-0.mp4
44.17759323120117,0.9842866659164429,72637,0,0,0.5911214192708333,0,18,264-12,video-0.mp4
44.13319396972656,0.9838702082633972,69522,0,0,0.565771484375,0,19,264-12,video-0.mp4
45.12257766723633,0.9913163185119629,122171,0,0,0.9942301432291667,0,0,264-15,video-0.mp4
45.05122756958008,0.9910280108451843,3036,0,0,0.02470703125,0,1,264-15,video-0.mp4
43.97004699707031,0.9850971698760986,46596,0,0,0.37919921875,0,2,264-15,video-0.mp4
43.60789108276367,0.9830359816551208,52212,0,0,0.42490234375,0,3,264-15,video-0.mp4
44.02815246582031,0.9855331182479858,57891,0,0,0.4711181640625,0,4,264-15,video-0.mp4
43.588043212890625,0.9826538562774658,53945,0,0,0.4390055338541667,0,5,264-15,video-0.mp4
43.5762825012207,0.9823906421661377,52321,0,0,0.4257893880208333,0,6,264-15,video-0.mp4
43.60496139526367,0.9825752973556519,52839,0,0,0.4300048828125,0,7,264-15,video-0.mp4
43.871551513671875,0.9847396612167358,55710,0,0,0.453369140625,0,8,264-15,video-0.mp4
43.40762710571289,0.9818325042724609,53550,0,0,0.435791015625,0,9,264-15,video-0.mp4
43.393699645996094,0.9815076589584351,51494,0,0,0.4190592447916667,0,10,264-15,video-0.mp4
43.38846206665039,0.9813694357872009,49265,0,0,0.4009195963541667,0,11,264-15,video-0.mp4
43.68521499633789,0.9837338924407959,54948,0,0,0.44716796875,0,12,264-15,video-0.mp4
43.506874084472656,0.9820361137390137,48047,0,0,0.39100748697916665,0,13,264-15,video-0.mp4
43.55766296386719,0.9825026988983154,54977,0,0,0.44740397135416665,0,14,264-15,video-0.mp4
43.545589447021484,0.9822777509689331,51982,0,0,0.42303059895833334,0,15,264-15,video-0.mp4
43.96234893798828,0.9851491451263428,53700,0,0,0.43701171875,0,16,264-15,video-0.mp4
