video,psnr,ssim,yuvpsnr,yuvssim,bpp
video-0.mp4,27.508422342936196,0.9070338169733684,0.0,0.0,-1
video-1.mp4,27.646078618367515,0.9282695015271505,0.0,0.0,-1
video-2.mp4,inf,0.8961810191472371,0.0,0.0,-1
video-3.mp4,18.5108917872111,0.6671257535616557,0.0,0.0,-1
video-4.mp4,28.101870346069337,0.9010000586509704,0.0,0.0,-1
video-5.mp4,21.959758377075197,0.8479570547739664,0.0,0.0,-1
video-6.mp4,19.689384841918944,0.812029226620992,0.0,0.0,-1
video-7.mp4,29.870304997762045,0.9194369435310363,0.0,0.0,-1
