size,psnr,ssim,loss,frame_id,nframes,model_id,video
4134.0,41.82957458496094,0.9818665981292725,0.0,0,0,64,video-6.mp4
652.8863525390625,31.61867332458496,0.9411751627922058,0.0,1,0,64,video-6.mp4
847.6651458740234,30.832773208618164,0.9303743839263916,0.0,2,0,64,video-6.mp4
1329.3840637207031,30.702421188354492,0.9282252788543701,0.0,3,0,64,video-6.mp4
948.0175170898438,30.89659309387207,0.9339560270309448,0.0,4,0,64,video-6.mp4
671.0631713867188,30.5338191986084,0.9261234998703003,0.0,5,0,64,video-6.mp4
644.7671661376953,30.335121154785156,0.9206994771957397,0.0,6,0,64,video-6.mp4
1148.3603057861328,30.567546844482422,0.9267629384994507,0.0,7,0,64,video-6.mp4
911.9394454956055,30.1534366607666,0.9230305552482605,0.0,8,0,64,video-6.mp4
526.7084503173828,30.216915130615234,0.9219143390655518,0.0,9,0,64,video-6.mp4
674.0887298583984,30.194427490234375,0.9225263595581055,0.0,10,0,64,video-6.mp4
1275.0410232543945,30.79989242553711,0.9298688173294067,0.0,11,0,64,video-6.mp4
639.5825347900391,30.71289825439453,0.929438591003418,0.0,12,0,64,video-6.mp4
662.7303161621094,30.260793685913086,0.9230899810791016,0.0,13,0,64,video-6.mp4
886.6537170410156,30.38765525817871,0.9246518015861511,0.0,14,0,64,video-6.mp4
1220.4958114624023,30.35640525817871,0.9259305000305176,0.0,15,0,64,video-6.mp4
652.8863525390625,31.618696212768555,0.9411760568618774,0.0,1,1,64,video-6.mp4
847.6651458740234,30.832744598388672,0.930374026298523,0.0,2,1,64,video-6.mp4
1329.3840637207031,30.702430725097656,0.9282251596450806,0.0,3,1,64,video-6.mp4
948.0175170898438,30.8966064453125,0.9339561462402344,0.0,4,1,64,video-6.mp4
671.0631713867188,30.533798217773438,0.9261228442192078,0.0,5,1,64,video-6.mp4
644.7671661376953,30.335126876831055,0.9207000136375427,0.0,6,1,64,video-6.mp4
1148.3603057861328,30.567562103271484,0.9267629384994507,0.0,7,1,64,video-6.mp4
911.9394454956055,30.153413772583008,0.9230300188064575,0.0,8,1,64,video-6.mp4
526.7084503173828,30.21690559387207,0.9219145178794861,0.0,9,1,64,video-6.mp4
674.0887298583984,30.19446563720703,0.9225267171859741,0.0,10,1,64,video-6.mp4
1275.0410232543945,30.7999210357666,0.9298691153526306,0.0,11,1,64,video-6.mp4
639.5825347900391,30.712905883789062,0.9294390082359314,0.0,12,1,64,video-6.mp4
662.7303161621094,30.26081085205078,0.9230899810791016,0.0,13,1,64,video-6.mp4
886.6537170410156,30.387651443481445,0.9246513247489929,0.0,14,1,64,video-6.mp4
1220.4958114624023,30.356409072875977,0.9259309768676758,0.0,15,1,64,video-6.mp4
652.8863525390625,29.797822952270508,0.9321774244308472,0.1,1,1,64,video-6.mp4
847.6651458740234,29.865406036376953,0.9246391654014587,0.1,2,1,64,video-6.mp4
1329.3840637207031,30.300188064575195,0.9241105914115906,0.1,3,1,64,video-6.mp4
948.0175170898438,30.512712478637695,0.93006432056427,0.1,4,1,64,video-6.mp4
671.0631713867188,29.83833122253418,0.920872151851654,0.1,5,1,64,video-6.mp4
644.7671661376953,30.120471954345703,0.9199120402336121,0.1,6,1,64,video-6.mp4
1148.3603057861328,29.521421432495117,0.9145404100418091,0.1,7,1,64,video-6.mp4
911.9394454956055,29.620952606201172,0.9189440608024597,0.1,8,1,64,video-6.mp4
526.7084503173828,29.833669662475586,0.9200997352600098,0.1,9,1,64,video-6.mp4
674.0887298583984,29.99573516845703,0.9218366146087646,0.1,10,1,64,video-6.mp4
1275.0410232543945,30.66636085510254,0.9290961623191833,0.1,11,1,64,video-6.mp4
639.5825347900391,30.512046813964844,0.9274282455444336,0.1,12,1,64,video-6.mp4
662.7303161621094,30.004301071166992,0.9219187498092651,0.1,13,1,64,video-6.mp4
886.6537170410156,29.859107971191406,0.9227918982505798,0.1,14,1,64,video-6.mp4
1220.4958114624023,30.011138916015625,0.9246627688407898,0.1,15,1,64,video-6.mp4
652.8863525390625,29.94097137451172,0.9316942095756531,0.2,1,1,64,video-6.mp4
847.6651458740234,29.396554946899414,0.9197499752044678,0.2,2,1,64,video-6.mp4
1329.3840637207031,29.944095611572266,0.9249333143234253,0.2,3,1,64,video-6.mp4
948.0175170898438,30.26934051513672,0.9275731444358826,0.2,4,1,64,video-6.mp4
671.0631713867188,29.984926223754883,0.9223083257675171,0.2,5,1,64,video-6.mp4
644.7671661376953,29.015438079833984,0.91213458776474,0.2,6,1,64,video-6.mp4
1148.3603057861328,29.31502342224121,0.9190539717674255,0.2,7,1,64,video-6.mp4
911.9394454956055,29.37203598022461,0.9194273948669434,0.2,8,1,64,video-6.mp4
526.7084503173828,29.550251007080078,0.9184024333953857,0.2,9,1,64,video-6.mp4
674.0887298583984,29.775907516479492,0.9208813905715942,0.2,10,1,64,video-6.mp4
1275.0410232543945,29.899702072143555,0.9258567690849304,0.2,11,1,64,video-6.mp4
639.5825347900391,29.886863708496094,0.9231919050216675,0.2,12,1,64,video-6.mp4
662.7303161621094,29.758880615234375,0.9211392402648926,0.2,13,1,64,video-6.mp4
886.6537170410156,29.85893440246582,0.9226272106170654,0.2,14,1,64,video-6.mp4
1220.4958114624023,29.57288932800293,0.9225651025772095,0.2,15,1,64,video-6.mp4
652.8863525390625,30.067678451538086,0.9382261037826538,0.3,1,1,64,video-6.mp4
847.6651458740234,28.242698669433594,0.9109711647033691,0.3,2,1,64,video-6.mp4
1329.3840637207031,29.32506561279297,0.9113000631332397,0.3,3,1,64,video-6.mp4
948.0175170898438,29.38069725036621,0.916218638420105,0.3,4,1,64,video-6.mp4
671.0631713867188,29.7253475189209,0.9218192100524902,0.3,5,1,64,video-6.mp4
644.7671661376953,28.191364288330078,0.9059828519821167,0.3,6,1,64,video-6.mp4
1148.3603057861328,28.89991569519043,0.9211945533752441,0.3,7,1,64,video-6.mp4
911.9394454956055,28.737260818481445,0.9158977270126343,0.3,8,1,64,video-6.mp4
526.7084503173828,28.819032669067383,0.913442075252533,0.3,9,1,64,video-6.mp4
674.0887298583984,28.643266677856445,0.90865558385849,0.3,10,1,64,video-6.mp4
1275.0410232543945,29.69354248046875,0.9235422015190125,0.3,11,1,64,video-6.mp4
639.5825347900391,29.059593200683594,0.9203411936759949,0.3,12,1,64,video-6.mp4
662.7303161621094,29.77228546142578,0.9210049510002136,0.3,13,1,64,video-6.mp4
886.6537170410156,28.506654739379883,0.912017822265625,0.3,14,1,64,video-6.mp4
1220.4958114624023,29.247817993164062,0.9190816879272461,0.3,15,1,64,video-6.mp4
652.8863525390625,29.317371368408203,0.9294852018356323,0.4,1,1,64,video-6.mp4
847.6651458740234,27.47109031677246,0.9051548838615417,0.4,2,1,64,video-6.mp4
1329.3840637207031,29.215885162353516,0.9173483848571777,0.4,3,1,64,video-6.mp4
948.0175170898438,28.309165954589844,0.9118958711624146,0.4,4,1,64,video-6.mp4
671.0631713867188,29.515443801879883,0.920414924621582,0.4,5,1,64,video-6.mp4
644.7671661376953,28.71734046936035,0.9106687307357788,0.4,6,1,64,video-6.mp4
1148.3603057861328,28.835281372070312,0.9178471565246582,0.4,7,1,64,video-6.mp4
911.9394454956055,27.468730926513672,0.9103550910949707,0.4,8,1,64,video-6.mp4
526.7084503173828,26.0649356842041,0.9009802341461182,0.4,9,1,64,video-6.mp4
674.0887298583984,28.491790771484375,0.9122053980827332,0.4,10,1,64,video-6.mp4
1275.0410232543945,28.28993797302246,0.9158326983451843,0.4,11,1,64,video-6.mp4
639.5825347900391,28.46178436279297,0.9167709350585938,0.4,12,1,64,video-6.mp4
662.7303161621094,29.16033363342285,0.9172883033752441,0.4,13,1,64,video-6.mp4
886.6537170410156,28.95911407470703,0.9172775149345398,0.4,14,1,64,video-6.mp4
1220.4958114624023,27.67183494567871,0.9131085276603699,0.4,15,1,64,video-6.mp4
652.8863525390625,28.43931770324707,0.9225521087646484,0.5,1,1,64,video-6.mp4
847.6651458740234,26.527626037597656,0.8979600667953491,0.5,2,1,64,video-6.mp4
1329.3840637207031,28.145139694213867,0.9152051210403442,0.5,3,1,64,video-6.mp4
948.0175170898438,27.726213455200195,0.914611279964447,0.5,4,1,64,video-6.mp4
671.0631713867188,28.54030990600586,0.9135313034057617,0.5,5,1,64,video-6.mp4
644.7671661376953,26.726051330566406,0.8981289267539978,0.5,6,1,64,video-6.mp4
1148.3603057861328,27.79578399658203,0.9141165018081665,0.5,7,1,64,video-6.mp4
911.9394454956055,26.6428165435791,0.9012312293052673,0.5,8,1,64,video-6.mp4
526.7084503173828,27.305896759033203,0.9059518575668335,0.5,9,1,64,video-6.mp4
674.0887298583984,28.48440933227539,0.9128965735435486,0.5,10,1,64,video-6.mp4
1275.0410232543945,28.410661697387695,0.9109035730361938,0.5,11,1,64,video-6.mp4
639.5825347900391,28.822834014892578,0.9180294275283813,0.5,12,1,64,video-6.mp4
662.7303161621094,28.73222541809082,0.9129939079284668,0.5,13,1,64,video-6.mp4
886.6537170410156,27.723142623901367,0.9110540747642517,0.5,14,1,64,video-6.mp4
1220.4958114624023,27.0669002532959,0.9129890203475952,0.5,15,1,64,video-6.mp4
652.8863525390625,25.58633804321289,0.9010993838310242,0.6,1,1,64,video-6.mp4
847.6651458740234,25.11971092224121,0.8850535154342651,0.6,2,1,64,video-6.mp4
1329.3840637207031,28.292625427246094,0.9173601865768433,0.6,3,1,64,video-6.mp4
948.0175170898438,24.499094009399414,0.8780715465545654,0.6,4,1,64,video-6.mp4
671.0631713867188,25.846153259277344,0.8958228826522827,0.6,5,1,64,video-6.mp4
644.7671661376953,27.713516235351562,0.9021531939506531,0.6,6,1,64,video-6.mp4
1148.3603057861328,26.524700164794922,0.8941442370414734,0.6,7,1,64,video-6.mp4
911.9394454956055,26.776552200317383,0.9024899005889893,0.6,8,1,64,video-6.mp4
526.7084503173828,25.992328643798828,0.8999394774436951,0.6,9,1,64,video-6.mp4
674.0887298583984,26.40563201904297,0.8925899863243103,0.6,10,1,64,video-6.mp4
1275.0410232543945,27.832780838012695,0.9139093160629272,0.6,11,1,64,video-6.mp4
639.5825347900391,27.669084548950195,0.9097839593887329,0.6,12,1,64,video-6.mp4
662.7303161621094,26.994657516479492,0.9028719663619995,0.6,13,1,64,video-6.mp4
886.6537170410156,28.04546546936035,0.9113738536834717,0.6,14,1,64,video-6.mp4
1220.4958114624023,26.968708038330078,0.897036075592041,0.6,15,1,64,video-6.mp4
652.8863525390625,27.136859893798828,0.9130387306213379,0.7,1,1,64,video-6.mp4
847.6651458740234,25.06779670715332,0.8869047164916992,0.7,2,1,64,video-6.mp4
1329.3840637207031,25.867212295532227,0.8877419233322144,0.7,3,1,64,video-6.mp4
948.0175170898438,26.45473861694336,0.8942852020263672,0.7,4,1,64,video-6.mp4
671.0631713867188,28.429737091064453,0.912114143371582,0.7,5,1,64,video-6.mp4
644.7671661376953,26.547348022460938,0.8852382898330688,0.7,6,1,64,video-6.mp4
1148.3603057861328,25.25040054321289,0.8949646353721619,0.7,7,1,64,video-6.mp4
911.9394454956055,25.55473518371582,0.8927544355392456,0.7,8,1,64,video-6.mp4
526.7084503173828,25.331079483032227,0.8844859004020691,0.7,9,1,64,video-6.mp4
674.0887298583984,26.235658645629883,0.8857170939445496,0.7,10,1,64,video-6.mp4
1275.0410232543945,26.725332260131836,0.8970276117324829,0.7,11,1,64,video-6.mp4
639.5825347900391,28.809728622436523,0.9190682768821716,0.7,12,1,64,video-6.mp4
662.7303161621094,26.188955307006836,0.8945231437683105,0.7,13,1,64,video-6.mp4
886.6537170410156,24.11093521118164,0.8778047561645508,0.7,14,1,64,video-6.mp4
1220.4958114624023,26.327791213989258,0.8990802764892578,0.7,15,1,64,video-6.mp4
652.8863525390625,25.094074249267578,0.8873095512390137,0.8,1,1,64,video-6.mp4
847.6651458740234,25.894758224487305,0.8961571455001831,0.8,2,1,64,video-6.mp4
1329.3840637207031,24.58780860900879,0.877471387386322,0.8,3,1,64,video-6.mp4
948.0175170898438,26.05652618408203,0.8941032886505127,0.8,4,1,64,video-6.mp4
671.0631713867188,23.638412475585938,0.8790242075920105,0.8,5,1,64,video-6.mp4
644.7671661376953,26.566913604736328,0.8895978927612305,0.8,6,1,64,video-6.mp4
1148.3603057861328,25.937530517578125,0.8884848356246948,0.8,7,1,64,video-6.mp4
911.9394454956055,24.580202102661133,0.8837190866470337,0.8,8,1,64,video-6.mp4
526.7084503173828,25.213794708251953,0.8839959502220154,0.8,9,1,64,video-6.mp4
674.0887298583984,26.528902053833008,0.8922832012176514,0.8,10,1,64,video-6.mp4
1275.0410232543945,26.86426544189453,0.8994925022125244,0.8,11,1,64,video-6.mp4
639.5825347900391,26.319530487060547,0.9003479480743408,0.8,12,1,64,video-6.mp4
662.7303161621094,25.02679443359375,0.8826117515563965,0.8,13,1,64,video-6.mp4
886.6537170410156,25.458662033081055,0.8895049095153809,0.8,14,1,64,video-6.mp4
1220.4958114624023,26.46291732788086,0.9061006903648376,0.8,15,1,64,video-6.mp4
652.8863525390625,31.618682861328125,0.9411758184432983,0.0,1,3,64,video-6.mp4
847.6651458740234,30.83293914794922,0.9303760528564453,0.0,2,3,64,video-6.mp4
1329.3840637207031,30.70277976989746,0.9282315969467163,0.0,3,3,64,video-6.mp4
948.0175170898438,30.896589279174805,0.9339558482170105,0.0,4,3,64,video-6.mp4
671.0631713867188,30.533872604370117,0.926124095916748,0.0,5,3,64,video-6.mp4
644.7671661376953,30.33528709411621,0.920703113079071,0.0,6,3,64,video-6.mp4
1148.3603057861328,30.567562103271484,0.9267634153366089,0.0,7,3,64,video-6.mp4
911.9394454956055,30.153512954711914,0.9230319261550903,0.0,8,3,64,video-6.mp4
526.7084503173828,30.216947555541992,0.9219179153442383,0.0,9,3,64,video-6.mp4
674.0887298583984,30.194440841674805,0.9225267171859741,0.0,10,3,64,video-6.mp4
1275.0410232543945,30.80018424987793,0.9298720359802246,0.0,11,3,64,video-6.mp4
639.5825347900391,30.712980270385742,0.9294435381889343,0.0,12,3,64,video-6.mp4
662.7303161621094,30.260793685913086,0.9230901598930359,0.0,13,3,64,video-6.mp4
886.6537170410156,30.38766860961914,0.9246519804000854,0.0,14,3,64,video-6.mp4
1220.4958114624023,30.35618782043457,0.9259287714958191,0.0,15,3,64,video-6.mp4
652.8863525390625,31.12908172607422,0.9377543926239014,0.1,1,3,64,video-6.mp4
847.6651458740234,29.706693649291992,0.9213757514953613,0.1,2,3,64,video-6.mp4
1329.3840637207031,29.0889892578125,0.9180448055267334,0.1,3,3,64,video-6.mp4
948.0175170898438,30.430845260620117,0.9313411712646484,0.1,4,3,64,video-6.mp4
671.0631713867188,29.723844528198242,0.9186121821403503,0.1,5,3,64,video-6.mp4
644.7671661376953,29.498485565185547,0.9130944609642029,0.1,6,3,64,video-6.mp4
1148.3603057861328,30.10210609436035,0.9250409603118896,0.1,7,3,64,video-6.mp4
911.9394454956055,29.568971633911133,0.9203801155090332,0.1,8,3,64,video-6.mp4
526.7084503173828,29.031776428222656,0.9156769514083862,0.1,9,3,64,video-6.mp4
674.0887298583984,29.861949920654297,0.9205045700073242,0.1,10,3,64,video-6.mp4
1275.0410232543945,29.507164001464844,0.9229077696800232,0.1,11,3,64,video-6.mp4
639.5825347900391,29.49532127380371,0.924186646938324,0.1,12,3,64,video-6.mp4
662.7303161621094,29.26511573791504,0.9174992442131042,0.1,13,3,64,video-6.mp4
886.6537170410156,29.503820419311523,0.918261706829071,0.1,14,3,64,video-6.mp4
1220.4958114624023,28.812511444091797,0.9113441705703735,0.1,15,3,64,video-6.mp4
652.8863525390625,29.8764591217041,0.9339189529418945,0.2,1,3,64,video-6.mp4
847.6651458740234,28.32920265197754,0.9130808711051941,0.2,2,3,64,video-6.mp4
1329.3840637207031,28.25684356689453,0.9121453166007996,0.2,3,3,64,video-6.mp4
948.0175170898438,29.780704498291016,0.9272880554199219,0.2,4,3,64,video-6.mp4
671.0631713867188,29.171144485473633,0.9179393649101257,0.2,5,3,64,video-6.mp4
644.7671661376953,28.741771697998047,0.9101020097732544,0.2,6,3,64,video-6.mp4
1148.3603057861328,29.270099639892578,0.9213638305664062,0.2,7,3,64,video-6.mp4
911.9394454956055,28.212528228759766,0.9135246276855469,0.2,8,3,64,video-6.mp4
526.7084503173828,27.71476936340332,0.90859055519104,0.2,9,3,64,video-6.mp4
674.0887298583984,29.04499626159668,0.914937436580658,0.2,10,3,64,video-6.mp4
1275.0410232543945,28.879680633544922,0.913184642791748,0.2,11,3,64,video-6.mp4
639.5825347900391,28.53407096862793,0.910721480846405,0.2,12,3,64,video-6.mp4
662.7303161621094,29.700302124023438,0.9183869361877441,0.2,13,3,64,video-6.mp4
886.6537170410156,28.653913497924805,0.9137955904006958,0.2,14,3,64,video-6.mp4
1220.4958114624023,27.77084732055664,0.916395366191864,0.2,15,3,64,video-6.mp4
652.8863525390625,30.227746963500977,0.9371291995048523,0.3,1,3,64,video-6.mp4
847.6651458740234,27.503610610961914,0.9127058386802673,0.3,2,3,64,video-6.mp4
1329.3840637207031,27.240955352783203,0.9042352437973022,0.3,3,3,64,video-6.mp4
948.0175170898438,29.934040069580078,0.9276416301727295,0.3,4,3,64,video-6.mp4
671.0631713867188,28.516860961914062,0.9102786779403687,0.3,5,3,64,video-6.mp4
644.7671661376953,27.971832275390625,0.8988341689109802,0.3,6,3,64,video-6.mp4
1148.3603057861328,29.061885833740234,0.9176418781280518,0.3,7,3,64,video-6.mp4
911.9394454956055,27.58161163330078,0.907845675945282,0.3,8,3,64,video-6.mp4
526.7084503173828,25.5699520111084,0.8964261412620544,0.3,9,3,64,video-6.mp4
674.0887298583984,28.936941146850586,0.9164652824401855,0.3,10,3,64,video-6.mp4
1275.0410232543945,29.45574378967285,0.9239515066146851,0.3,11,3,64,video-6.mp4
639.5825347900391,29.281024932861328,0.9209036827087402,0.3,12,3,64,video-6.mp4
662.7303161621094,29.12339210510254,0.9148284792900085,0.3,13,3,64,video-6.mp4
886.6537170410156,27.871763229370117,0.9065757989883423,0.3,14,3,64,video-6.mp4
1220.4958114624023,27.430753707885742,0.9094994068145752,0.3,15,3,64,video-6.mp4
652.8863525390625,27.784879684448242,0.9147440195083618,0.4,1,3,64,video-6.mp4
847.6651458740234,25.27891731262207,0.888981819152832,0.4,2,3,64,video-6.mp4
1329.3840637207031,24.658945083618164,0.8745570182800293,0.4,3,3,64,video-6.mp4
