psnr,ssim,size,yuvpsnr,yuvssim,bpp,loss,frame_id,model,video
44.08550262451172,0.9877519607543945,97731,0,0,1.98834228515625,0,0,265-9,video-3.mp4
43.00765609741211,0.9812275767326355,31758,0,0,0.6461181640625,0,1,265-9,video-3.mp4
43.017398834228516,0.9804325103759766,37685,0,0,0.7667032877604166,0,2,265-9,video-3.mp4
43.205787658691406,0.9809528589248657,37648,0,0,0.7659505208333334,0,3,265-9,video-3.mp4
42.959991455078125,0.9800606966018677,39664,0,0,0.8069661458333334,0,4,265-9,video-3.mp4
42.821678161621094,0.9797859191894531,43226,0,0,0.8794352213541666,0,5,265-9,video-3.mp4
42.88473892211914,0.9803416132926941,36977,0,0,0.7522989908854166,0,6,265-9,video-3.mp4
42.744571685791016,0.9801034927368164,42853,0,0,0.8718465169270834,0,7,265-9,video-3.mp4
42.7786750793457,0.9801403284072876,41986,0,0,0.8542073567708334,0,8,265-9,video-3.mp4
42.77627182006836,0.9801551699638367,40224,0,0,0.818359375,0,9,265-9,video-3.mp4
42.656375885009766,0.9802617430686951,44380,0,0,0.9029134114583334,0,10,265-9,video-3.mp4
42.75607681274414,0.9803789854049683,38542,0,0,0.7841389973958334,0,11,265-9,video-3.mp4
42.76762771606445,0.980083703994751,40018,0,0,0.8141682942708334,0,12,265-9,video-3.mp4
42.61811065673828,0.9794543981552124,45631,0,0,0.9283650716145834,0,13,265-9,video-3.mp4
42.719566345214844,0.9802340269088745,38686,0,0,0.7870686848958334,0,14,265-9,video-3.mp4
42.73496627807617,0.9798099398612976,41019,0,0,0.83453369140625,0,15,265-9,video-3.mp4
42.78974151611328,0.9802064895629883,44692,0,0,0.9092610677083334,0,16,265-9,video-3.mp4
42.887142181396484,0.9806196689605713,40636,0,0,0.8267415364583334,0,17,265-9,video-3.mp4
42.734519958496094,0.9799244403839111,42695,0,0,0.8686319986979166,0,18,265-9,video-3.mp4
42.7249641418457,0.9790959358215332,41778,0,0,0.8499755859375,0,19,265-9,video-3.mp4
43.842464447021484,0.9864474534988403,71698,0,0,1.4586995442708333,0,0,265-12,video-3.mp4
42.57127380371094,0.9789888858795166,21077,0,0,0.4288126627604167,0,1,265-12,video-3.mp4
42.52703857421875,0.9778155088424683,24820,0,0,0.5049641927083334,0,2,265-12,video-3.mp4
42.64816665649414,0.9780218601226807,24999,0,0,0.50860595703125,0,3,265-12,video-3.mp4
42.415218353271484,0.9770359396934509,26628,0,0,0.541748046875,0,4,265-12,video-3.mp4
42.29949188232422,0.9769929647445679,29470,0,0,0.5995686848958334,0,5,265-12,video-3.mp4
42.30232620239258,0.9772191047668457,24673,0,0,0.5019734700520834,0,6,265-12,video-3.mp4
42.2215576171875,0.9772375822067261,28809,0,0,0.58612060546875,0,7,265-12,video-3.mp4
42.20622634887695,0.9772052764892578,28983,0,0,0.58966064453125,0,8,265-12,video-3.mp4
42.19691467285156,0.9772326350212097,27041,0,0,0.5501505533854166,0,9,265-12,video-3.mp4
42.08977127075195,0.9774346351623535,30298,0,0,0.6164143880208334,0,10,265-12,video-3.mp4
42.158042907714844,0.9775959253311157,26111,0,0,0.5312296549479166,0,11,265-12,video-3.mp4
42.197959899902344,0.977179229259491,26216,0,0,0.5333658854166666,0,12,265-12,video-3.mp4
42.04460525512695,0.9765963554382324,31449,0,0,0.63983154296875,0,13,265-12,video-3.mp4
42.19646072387695,0.9775354266166687,25194,0,0,0.5125732421875,0,14,265-12,video-3.mp4
42.23640441894531,0.9770991802215576,26354,0,0,0.5361735026041666,0,15,265-12,video-3.mp4
42.22000503540039,0.9774378538131714,30076,0,0,0.6118977864583334,0,16,265-12,video-3.mp4
42.31224822998047,0.9779214859008789,27105,0,0,0.55145263671875,0,17,265-12,video-3.mp4
42.17549133300781,0.9771968722343445,28640,0,0,0.5826822916666666,0,18,265-12,video-3.mp4
42.141990661621094,0.9762169122695923,29160,0,0,0.59326171875,0,19,265-12,video-3.mp4
43.519493103027344,0.9847143888473511,50511,0,0,1.02764892578125,0,0,265-15,video-3.mp4
42.05052947998047,0.9764603972434998,14300,0,0,0.2909342447916667,0,1,265-15,video-3.mp4
42.031097412109375,0.9748884439468384,16840,0,0,0.3426106770833333,0,2,265-15,video-3.mp4
42.07338333129883,0.9751488566398621,16717,0,0,0.3401082356770833,0,3,265-15,video-3.mp4
41.8468017578125,0.9741811156272888,18006,0,0,0.3663330078125,0,4,265-15,video-3.mp4
41.63813400268555,0.9738230109214783,20480,0,0,0.4166666666666667,0,5,265-15,video-3.mp4
41.603363037109375,0.97393798828125,17086,0,0,0.3476155598958333,0,6,265-15,video-3.mp4
41.5982666015625,0.9742139577865601,20058,0,0,0.4080810546875,0,7,265-15,video-3.mp4
41.52107238769531,0.9736167192459106,20392,0,0,0.4148763020833333,0,8,265-15,video-3.mp4
41.58338928222656,0.9743010401725769,17859,0,0,0.36334228515625,0,9,265-15,video-3.mp4
41.43898391723633,0.9744523763656616,21203,0,0,0.4313761393229167,0,10,265-15,video-3.mp4
41.42722702026367,0.9742534160614014,17997,0,0,0.36614990234375,0,11,265-15,video-3.mp4
